,0,1
4226,422,23
4227,422,32
4228,422,24
4229,422,26
4230,423,0
4231,423,1
4232,423,17
4233,423,16
4234,423,23
4235,423,24
4236,423,19
4237,423,26
4238,423,45
4239,423,2
4240,424,1
4241,424,24
4242,424,25
4243,424,7
4244,424,27
4245,424,12
4246,424,9
4247,424,13
4248,424,10
4249,424,44
4250,425,3
4251,425,25
4252,425,4
4253,425,1
4254,425,30
4255,425,7
4256,425,17
4257,425,22
4258,425,23
4259,425,10
4260,426,3
4261,426,4
4262,426,7
4263,426,1
4264,426,17
4265,426,27
4266,426,22
4267,426,23
4268,426,0
4269,426,24
4270,427,3
4271,427,25
4272,427,1
4273,427,0
4274,427,4
4275,427,17
4276,427,22
4277,427,23
4278,427,24
4279,427,26
4280,428,3
4281,428,4
4282,428,10
4283,428,7
4284,428,30
4285,428,1
4286,428,16
4287,428,19
4288,428,21
4289,428,17
4290,429,20
4291,429,27
4292,429,31
4293,429,9
4294,429,44
4295,429,57
4296,429,32
4297,429,28
4298,429,49
4299,429,59
4300,430,7
4301,430,17
4302,430,22
4303,430,23
4304,430,24
4305,430,20
4306,430,30
4307,430,21
4308,430,37
4309,430,13
4310,431,16
4311,431,3
4312,431,30
4313,431,15
4314,431,25
4315,431,45
4316,431,1
4317,431,10
4318,431,7
4319,431,37
4320,432,3
4321,432,25
4322,432,16
4323,432,19
4324,432,17
4325,432,22
4326,432,23
4327,432,32
4328,432,24
4329,432,26
4330,433,15
4331,433,3
4332,433,4
4333,433,25
4334,433,1
4335,433,45
4336,433,7
4337,433,10
4338,433,17
4339,433,2
4340,434,0
4341,434,3
4342,434,4
4343,434,25
4344,434,30
4345,434,16
4346,434,7
4347,434,10
4348,434,19
4349,434,17
4350,435,4
4351,435,7
4352,435,1
4353,435,25
4354,435,17
4355,435,22
4356,435,23
4357,435,24
4358,435,20
4359,435,26
4360,436,3
4361,436,25
4362,436,1
4363,436,7
4364,436,17
4365,436,0
4366,436,23
4367,436,27
4368,436,24
4369,436,26
4370,437,26
4371,437,24
4372,437,25
4373,437,4
4374,437,0
4375,437,7
4376,437,16
4377,437,27
4378,437,19
4379,437,10
4380,438,25
4381,438,1
4382,438,7
4383,438,23
4384,438,24
4385,438,20
4386,438,27
4387,438,12
4388,438,13
4389,438,31
4390,439,1
4391,439,22
4392,439,0
4393,439,23
4394,439,24
4395,439,26
4396,439,20
4397,439,9
4398,439,31
4399,439,44
4400,440,3
4401,440,25
4402,440,1
4403,440,17
4404,440,10
4405,440,22
4406,440,19
4407,440,23
4408,440,24
4409,440,26
4410,441,0
4411,441,16
4412,441,19
4413,441,3
4414,441,30
4415,441,15
4416,441,4
4417,441,1
4418,441,25
4419,441,7
4420,442,7
4421,442,0
4422,442,25
4423,442,1
4424,442,10
4425,442,27
4426,442,17
4427,442,22
4428,442,16
4429,442,23
4430,443,7
4431,443,25
4432,443,1
4433,443,17
4434,443,12
4435,443,22
4436,443,13
4437,443,23
4438,443,24
4439,443,26
4440,444,3
4441,444,4
4442,444,25
4443,444,7
4444,444,1
4445,444,17
4446,444,22
4447,444,24
4448,444,16
4449,444,23
4450,445,0
4451,445,31
4452,445,13
4453,445,12
4454,445,44
4455,445,30
4456,445,16
4457,445,15
4458,445,14
4459,445,19
4460,446,7
4461,446,32
4462,446,2
4463,446,9
4464,446,12
4465,446,31
4466,446,19
4467,446,37
4468,446,44
4469,446,6
4470,447,3
4471,447,25
4472,447,7
4473,447,27
4474,447,10
4475,447,12
4476,447,9
4477,447,32
4478,447,15
4479,447,44
4480,448,25
4481,448,26
4482,448,20
4483,448,24
4484,448,27
4485,448,31
4486,448,6
4487,448,0
4488,448,57
4489,448,10
4490,449,1
4491,449,17
4492,449,22
4493,449,23
4494,449,24
4495,449,26
4496,449,20
4497,449,10
4498,449,9
4499,449,30
4500,450,25
4501,450,4
4502,450,0
4503,450,7
4504,450,27
4505,450,16
4506,450,9
4507,450,19
4508,450,6
4509,450,13
4510,451,25
4511,451,1
4512,451,10
4513,451,17
4514,451,22
4515,451,23
4516,451,13
4517,451,24
4518,451,0
4519,451,26
4520,452,25
4521,452,1
4522,452,17
4523,452,22
4524,452,23
4525,452,26
4526,452,20
4527,452,24
4528,452,57
4529,452,9
4530,453,25
4531,453,0
4532,453,6
4533,453,9
4534,453,10
4535,453,32
4536,453,16
4537,453,49
4538,453,21
4539,453,59
4540,454,25
4541,454,17
4542,454,22
4543,454,23
4544,454,26
4545,454,20
4546,454,27
4547,454,24
4548,454,0
4549,454,10
4550,455,3
4551,455,4
4552,455,25
4553,455,1
4554,455,7
4555,455,17
4556,455,22
4557,455,23
4558,455,27
4559,455,26
4560,456,3
4561,456,4
4562,456,1
4563,456,25
4564,456,17
4565,456,7
4566,456,22
4567,456,23
4568,456,26
4569,456,20
4570,457,25
4571,457,0
4572,457,32
4573,457,44
4574,457,49
4575,457,42
4576,457,21
4577,457,59
4578,457,37
4579,457,8
4580,458,3
4581,458,1
4582,458,25
4583,458,17
4584,458,22
4585,458,24
4586,458,23
4587,458,7
4588,458,26
4589,458,20
4590,459,30
4591,459,15
4592,459,3
4593,459,1
4594,459,2
4595,459,25
4596,459,4
4597,459,17
4598,459,22
4599,459,24
4600,460,3
4601,460,16
4602,460,30
4603,460,15
4604,460,19
4605,460,26
4606,460,10
4607,460,24
4608,460,45
4609,460,32
4610,461,3
4611,461,4
4612,461,1
4613,461,7
4614,461,25
4615,461,17
4616,461,22
4617,461,23
4618,461,26
4619,461,20
4620,462,0
4621,462,44
4622,462,28
4623,462,21
4624,462,2
4625,462,8
4626,462,16
4627,462,59
4628,462,14
4629,462,19
4630,463,3
4631,463,4
4632,463,1
4633,463,17
4634,463,22
4635,463,23
4636,463,26
4637,463,20
4638,463,24
4639,463,31
4640,464,7
4641,464,1
4642,464,25
4643,464,17
4644,464,22
4645,464,12
4646,464,23
4647,464,13
4648,464,20
4649,464,26
4650,465,30
4651,465,16
4652,465,19
4653,465,15
4654,465,3
4655,465,45
4656,465,4
4657,465,25
4658,465,60
4659,465,10
4660,466,3
4661,466,25
4662,466,7
4663,466,24
4664,466,27
4665,466,16
4666,466,10
4667,466,19
4668,466,9
4669,466,2
4670,467,1
4671,467,17
4672,467,22
4673,467,23
4674,467,24
4675,467,26
4676,467,2
4677,467,20
4678,467,56
4679,467,44
4680,468,0
4681,468,3
4682,468,4
4683,468,25
4684,468,16
4685,468,7
4686,468,10
4687,468,15
4688,468,19
4689,468,17
4690,469,3
4691,469,4
4692,469,30
4693,469,25
4694,469,1
4695,469,7
4696,469,17
4697,469,22
4698,469,24
4699,469,23
4700,470,3
4701,470,19
4702,470,1
4703,470,4
4704,470,25
4705,470,30
4706,470,17
4707,470,22
4708,470,7
4709,470,23
4710,471,3
4711,471,4
4712,471,1
4713,471,25
4714,471,7
4715,471,17
4716,471,0
4717,471,22
4718,471,23
4719,471,24
4720,472,4
4721,472,1
4722,472,7
4723,472,0
4724,472,17
4725,472,22
4726,472,23
4727,472,26
4728,472,20
4729,472,27
4730,473,0
4731,473,29
4732,473,16
4733,473,30
4734,473,19
4735,473,15
4736,473,3
4737,473,5
4738,473,4
4739,473,45
4740,474,1
4741,474,27
4742,474,25
4743,474,17
4744,474,22
4745,474,23
4746,474,26
4747,474,24
4748,474,20
4749,474,31
4750,475,4
4751,475,0
4752,475,57
4753,475,21
4754,475,37
4755,475,16
4756,475,45
4757,475,59
4758,475,15
4759,475,49
4760,476,3
4761,476,7
4762,476,25
4763,476,1
4764,476,27
4765,476,17
4766,476,22
4767,476,23
4768,476,24
4769,476,10
4770,477,1
4771,477,25
4772,477,0
4773,477,4
4774,477,17
4775,477,22
4776,477,23
4777,477,7
4778,477,26
4779,477,20
4780,478,1
4781,478,23
4782,478,31
4783,478,0
4784,478,9
4785,478,10
4786,478,28
4787,478,44
4788,478,21
4789,478,16
4790,479,25
4791,479,30
4792,479,1
4793,479,15
4794,479,32
4795,479,21
4796,479,17
4797,479,22
4798,479,23
4799,479,24
4800,480,3
4801,480,4
4802,480,7
4803,480,1
4804,480,25
4805,480,27
4806,480,17
4807,480,22
4808,480,12
4809,480,23
4810,481,3
4811,481,4
4812,481,0
4813,481,1
4814,481,25
4815,481,7
4816,481,17
4817,481,22
4818,481,23
4819,481,24
4820,482,10
4821,482,12
4822,482,32
4823,482,31
4824,482,6
4825,482,37
4826,482,45
4827,482,2
4828,482,30
4829,482,56
4830,483,3
4831,483,1
4832,483,25
4833,483,0
4834,483,17
4835,483,22
4836,483,23
4837,483,27
4838,483,26
4839,483,20
4840,484,25
4841,484,27
4842,484,24
4843,484,10
4844,484,0
4845,484,32
4846,484,44
4847,484,54
4848,484,21
4849,484,42
4850,485,1
4851,485,27
4852,485,17
4853,485,22
4854,485,23
4855,485,26
4856,485,20
4857,485,24
4858,485,0
4859,485,10
4860,486,7
4861,486,32
4862,486,16
4863,486,9
4864,486,21
4865,486,37
4866,486,44
4867,486,31
4868,486,19
4869,486,6
4870,487,4
4871,487,25
4872,487,24
4873,487,57
4874,487,0
4875,487,28
4876,487,49
4877,487,59
4878,487,42
4879,487,2
4880,488,10
4881,488,27
4882,488,15
4883,488,2
4884,488,37
4885,488,12
4886,488,44
4887,488,6
4888,488,59
4889,488,56
4890,489,17
4891,489,22
4892,489,27
4893,489,23
4894,489,26
4895,489,20
4896,489,24
4897,489,0
4898,489,13
4899,489,10
4900,490,7
4901,490,25
4902,490,1
4903,490,17
4904,490,22
4905,490,0
4906,490,23
4907,490,24
4908,490,26
4909,490,20
4910,491,0
4911,491,3
4912,491,16
4913,491,1
4914,491,4
4915,491,19
4916,491,25
4917,491,15
4918,491,17
4919,491,7
4920,492,3
4921,492,1
4922,492,25
4923,492,7
4924,492,23
4925,492,27
4926,492,10
4927,492,12
4928,492,32
4929,492,31
4930,493,4
4931,493,0
4932,493,10
4933,493,16
4934,493,15
4935,493,32
4936,493,27
4937,493,19
4938,493,44
4939,493,21
4940,494,3
4941,494,1
4942,494,25
4943,494,23
4944,494,24
4945,494,12
4946,494,13
4947,494,10
4948,494,0
4949,494,32
4950,495,0
4951,495,1
4952,495,16
4953,495,3
4954,495,25
4955,495,19
4956,495,17
4957,495,22
4958,495,23
4959,495,24
4960,496,1
4961,496,17
4962,496,22
4963,496,23
4964,496,24
4965,496,26
4966,496,20
4967,496,9
4968,496,10
4969,496,6
4970,497,25
4971,497,1
4972,497,17
4973,497,22
4974,497,23
4975,497,24
4976,497,26
4977,497,20
4978,497,0
4979,497,31
4980,498,3
4981,498,25
4982,498,17
4983,498,22
4984,498,23
4985,498,13
4986,498,24
4987,498,26
4988,498,20
4989,498,9
4990,499,25
4991,499,7
4992,499,0
4993,499,27
4994,499,6
4995,499,12
4996,499,9
4997,499,13
4998,499,16
4999,499,31
5000,500,3
5001,500,1
5002,500,4
5003,500,25
5004,500,17
5005,500,22
5006,500,23
5007,500,24
5008,500,26
5009,500,20
5010,501,1
5011,501,3
5012,501,4
5013,501,25
5014,501,17
5015,501,22
5016,501,23
5017,501,24
5018,501,20
5019,501,26
5020,502,3
5021,502,7
5022,502,24
5023,502,15
5024,502,2
5025,502,56
5026,502,44
5027,502,27
5028,502,9
5029,502,39
5030,503,4
5031,503,1
5032,503,17
5033,503,7
5034,503,22
5035,503,23
5036,503,26
5037,503,24
5038,503,20
5039,503,0
5040,504,3
5041,504,4
5042,504,1
5043,504,7
5044,504,25
5045,504,17
5046,504,22
5047,504,27
5048,504,23
5049,504,24
5050,505,9
5051,505,0
5052,505,57
5053,505,49
5054,505,21
5055,505,14
5056,505,42
5057,505,2
5058,505,37
5059,505,16
5060,506,4
5061,506,25
5062,506,19
5063,506,1
5064,506,45
5065,506,10
5066,506,17
5067,506,22
5068,506,24
5069,506,23
5070,507,3
5071,507,25
5072,507,1
5073,507,4
5074,507,0
5075,507,17
5076,507,7
5077,507,22
5078,507,23
5079,507,26
5080,508,0
5081,508,3
5082,508,4
5083,508,25
5084,508,1
5085,508,30
5086,508,17
5087,508,22
5088,508,10
5089,508,15
5090,509,4
5091,509,25
5092,509,12
5093,509,13
5094,509,9
5095,509,31
5096,509,0
5097,509,10
5098,509,32
5099,509,57
5100,510,3
5101,510,4
5102,510,0
5103,510,1
5104,510,25
5105,510,7
5106,510,17
5107,510,22
5108,510,23
5109,510,24
5110,511,4
5111,511,27
5112,511,12
5113,511,13
5114,511,0
5115,511,31
5116,511,32
5117,511,54
5118,511,16
5119,511,18
5120,512,7
5121,512,13
5122,512,12
5123,512,31
5124,512,0
5125,512,10
5126,512,32
5127,512,44
5128,512,14
5129,512,21
5130,513,3
5131,513,6
5132,513,10
5133,513,9
5134,513,44
5135,513,57
5136,513,32
5137,513,54
5138,513,2
5139,513,64
5140,514,3
5141,514,4
5142,514,7
5143,514,1
5144,514,25
5145,514,27
5146,514,17
5147,514,22
5148,514,23
5149,514,12
5150,515,7
5151,515,1
5152,515,25
5153,515,17
5154,515,22
5155,515,23
5156,515,26
5157,515,20
5158,515,24
5159,515,6
5160,516,4
5161,516,1
5162,516,25
5163,516,27
5164,516,17
5165,516,22
5166,516,23
5167,516,20
5168,516,26
5169,516,24
5170,517,1
5171,517,25
5172,517,17
5173,517,22
5174,517,23
5175,517,26
5176,517,20
5177,517,24
5178,517,6
5179,517,0
5180,518,3
5181,518,4
5182,518,1
5183,518,7
5184,518,17
5185,518,22
5186,518,23
5187,518,20
5188,518,26
5189,518,27
5190,519,3
5191,519,25
5192,519,4
5193,519,1
5194,519,7
5195,519,17
5196,519,22
5197,519,24
5198,519,23
5199,519,56
5200,520,1
5201,520,27
5202,520,13
5203,520,17
5204,520,22
5205,520,23
5206,520,26
5207,520,20
5208,520,24
5209,520,9
5210,521,3
5211,521,4
5212,521,7
5213,521,1
5214,521,25
5215,521,17
5216,521,0
5217,521,22
5218,521,23
5219,521,24
5220,522,3
5221,522,7
5222,522,25
5223,522,1
5224,522,27
5225,522,0
5226,522,12
5227,522,17
5228,522,22
5229,522,13
5230,523,3
5231,523,1
5232,523,4
5233,523,25
5234,523,17
5235,523,22
5236,523,23
5237,523,20
5238,523,24
5239,523,26
5240,524,3
5241,524,4
5242,524,7
5243,524,1
5244,524,25
5245,524,0
5246,524,17
5247,524,22
5248,524,23
5249,524,26
5250,525,3
5251,525,4
5252,525,22
5253,525,7
5254,525,27
5255,525,10
5256,525,32
5257,525,15
5258,525,12
5259,525,44
5260,526,0
5261,526,3
5262,526,4
5263,526,1
5264,526,7
5265,526,25
5266,526,17
5267,526,15
5268,526,22
5269,526,23
5270,527,3
5271,527,16
5272,527,4
5273,527,1
5274,527,19
5275,527,29
5276,527,25
5277,527,30
5278,527,15
5279,527,17
5280,528,3
5281,528,4
5282,528,1
5283,528,25
5284,528,7
5285,528,17
5286,528,22
5287,528,23
5288,528,20
5289,528,26
5290,529,4
5291,529,25
5292,529,23
5293,529,0
5294,529,12
5295,529,6
5296,529,44
5297,529,32
5298,529,57
5299,529,16
5300,530,3
5301,530,0
5302,530,9
5303,530,31
5304,530,21
5305,530,6
5306,530,28
5307,530,2
5308,530,15
5309,530,16
5310,531,3
5311,531,12
5312,531,31
5313,531,32
5314,531,44
5315,531,21
5316,531,28
5317,531,37
5318,531,42
5319,531,14
5320,532,3
5321,532,24
5322,532,7
5323,532,0
5324,532,10
5325,532,9
5326,532,12
5327,532,13
5328,532,37
5329,532,44
5330,533,0
5331,533,3
5332,533,4
5333,533,29
5334,533,16
5335,533,15
5336,533,30
5337,533,7
5338,533,19
5339,533,25
5340,534,1
5341,534,25
5342,534,17
5343,534,22
5344,534,27
5345,534,23
5346,534,26
5347,534,20
5348,534,24
5349,534,13
5350,535,3
5351,535,1
5352,535,4
5353,535,25
5354,535,7
5355,535,17
5356,535,22
5357,535,23
5358,535,26
5359,535,24
5360,536,3
5361,536,24
5362,536,27
5363,536,13
5364,536,9
5365,536,0
5366,536,6
5367,536,49
5368,536,44
5369,536,21
5370,537,3
5371,537,24
5372,537,0
5373,537,10
5374,537,32
5375,537,9
5376,537,31
5377,537,2
5378,537,12
5379,537,45
5380,538,4
5381,538,25
5382,538,1
5383,538,17
5384,538,22
5385,538,12
5386,538,23
5387,538,0
5388,538,24
5389,538,44
5390,539,3
5391,539,1
5392,539,7
5393,539,25
5394,539,17
5395,539,22
5396,539,23
5397,539,26
5398,539,20
5399,539,24
5400,540,1
5401,540,4
5402,540,17
5403,540,22
5404,540,23
5405,540,25
5406,540,7
5407,540,20
5408,540,26
5409,540,24
5410,541,25
5411,541,1
5412,541,27
5413,541,13
5414,541,17
5415,541,22
5416,541,23
5417,541,31
5418,541,24
5419,541,26
5420,542,3
5421,542,17
5422,542,4
5423,542,22
5424,542,23
5425,542,25
5426,542,7
5427,542,20
5428,542,26
5429,542,27
5430,543,3
5431,543,0
5432,543,7
5433,543,25
5434,543,30
5435,543,16
5436,543,1
5437,543,15
5438,543,10
5439,543,19
5440,544,30
5441,544,15
5442,544,3
5443,544,4
5444,544,45
5445,544,25
5446,544,1
5447,544,10
5448,544,7
5449,544,2
5450,545,3
5451,545,1
5452,545,27
5453,545,25
5454,545,17
5455,545,22
5456,545,23
5457,545,26
5458,545,20
5459,545,24
5460,546,25
5461,546,10
5462,546,1
5463,546,0
5464,546,17
5465,546,22
5466,546,23
5467,546,30
5468,546,24
5469,546,26
5470,547,7
5471,547,1
5472,547,25
5473,547,17
5474,547,22
5475,547,23
5476,547,20
5477,547,24
5478,547,26
5479,547,6
5480,548,4
5481,548,7
5482,548,25
5483,548,1
5484,548,27
5485,548,17
5486,548,22
5487,548,23
5488,548,26
5489,548,20
5490,549,3
5491,549,1
5492,549,4
5493,549,7
5494,549,17
5495,549,22
5496,549,23
5497,549,0
5498,549,20
5499,549,26
5500,550,0
5501,550,3
5502,550,16
5503,550,4
5504,550,15
5505,550,30
5506,550,19
5507,550,29
5508,550,25
5509,550,7
5510,551,3
5511,551,4
5512,551,1
5513,551,25
5514,551,23
5515,551,27
5516,551,20
5517,551,26
5518,551,12
5519,551,13
5520,552,3
5521,552,4
5522,552,7
5523,552,27
5524,552,1
5525,552,25
5526,552,13
5527,552,12
5528,552,17
5529,552,22
5530,553,3
5531,553,1
5532,553,25
5533,553,4
5534,553,17
5535,553,22
5536,553,23
5537,553,7
5538,553,26
5539,553,20
5540,554,3
5541,554,1
5542,554,25
5543,554,0
5544,554,17
5545,554,22
5546,554,23
5547,554,26
5548,554,20
5549,554,7
5550,555,25
5551,555,7
5552,555,27
5553,555,10
5554,555,30
5555,555,2
5556,555,9
5557,555,12
5558,555,13
5559,555,32
5560,556,3
5561,556,4
5562,556,7
5563,556,27
5564,556,9
5565,556,31
5566,556,2
5567,556,57
5568,556,49
5569,556,28
5570,557,3
5571,557,25
5572,557,4
5573,557,7
5574,557,10
5575,557,45
5576,557,32
5577,557,27
5578,557,12
5579,557,6
5580,558,3
5581,558,4
5582,558,6
5583,558,44
5584,558,9
5585,558,57
5586,558,32
5587,558,18
5588,558,28
5589,558,19
5590,559,0
5591,559,16
5592,559,19
5593,559,29
5594,559,30
5595,559,4
5596,559,15
5597,559,1
5598,559,25
5599,559,17
5600,560,4
5601,560,7
5602,560,24
5603,560,9
5604,560,2
5605,560,45
5606,560,13
5607,560,31
5608,560,6
5609,560,56
5610,561,3
5611,561,27
5612,561,17
5613,561,22
5614,561,23
5615,561,26
5616,561,20
5617,561,24
5618,561,31
5619,561,9
5620,562,3
5621,562,4
5622,562,7
5623,562,0
5624,562,27
5625,562,9
5626,562,13
5627,562,12
5628,562,10
5629,562,16
5630,563,3
5631,563,27
5632,563,0
5633,563,10
5634,563,13
5635,563,32
5636,563,31
5637,563,16
5638,563,37
5639,563,45
5640,564,25
5641,564,1
5642,564,10
5643,564,17
5644,564,22
5645,564,23
5646,564,24
5647,564,15
5648,564,26
5649,564,20
5650,565,0
5651,565,9
5652,565,30
5653,565,15
5654,565,16
5655,565,6
5656,565,19
5657,565,28
5658,565,42
5659,565,39
5660,566,3
5661,566,29
5662,566,4
5663,566,25
5664,566,45
5665,566,1
5666,566,10
5667,566,7
5668,566,2
5669,566,37
5670,567,3
5671,567,4
5672,567,7
5673,567,1
5674,567,27
5675,567,17
5676,567,22
5677,567,13
5678,567,23
5679,567,24
5680,568,3
5681,568,4
5682,568,25
5683,568,27
5684,568,12
5685,568,13
5686,568,0
5687,568,31
5688,568,9
5689,568,28
5690,569,3
5691,569,1
5692,569,4
5693,569,17
5694,569,22
5695,569,25
5696,569,23
5697,569,24
5698,569,7
5699,569,26
5700,570,1
5701,570,27
5702,570,17
5703,570,22
5704,570,23
5705,570,26
5706,570,20
5707,570,13
5708,570,0
5709,570,57
5710,571,3
5711,571,1
5712,571,7
5713,571,25
5714,571,0
5715,571,17
5716,571,22
5717,571,23
5718,571,24
5719,571,26
5720,572,9
5721,572,13
5722,572,45
5723,572,15
5724,572,31
5725,572,44
5726,572,28
5727,572,56
5728,572,42
5729,572,41
5730,573,3
5731,573,4
5732,573,7
5733,573,1
5734,573,27
5735,573,0
5736,573,12
5737,573,13
5738,573,9
5739,573,21
5740,574,3
5741,574,4
5742,574,1
5743,574,25
5744,574,7
5745,574,17
5746,574,22
5747,574,24
5748,574,0
5749,574,12
5750,575,0
5751,575,3
5752,575,25
5753,575,4
5754,575,16
5755,575,19
5756,575,15
5757,575,29
5758,575,7
5759,575,10
5760,576,0
5761,576,3
5762,576,1
5763,576,4
5764,576,25
5765,576,16
5766,576,17
5767,576,22
5768,576,23
5769,576,7
5770,577,3
5771,577,4
5772,577,13
5773,577,0
5774,577,31
5775,577,44
5776,577,28
5777,577,16
5778,577,54
5779,577,18
5780,578,1
5781,578,25
5782,578,0
5783,578,7
5784,578,17
5785,578,22
5786,578,23
5787,578,24
5788,578,26
5789,578,20
5790,579,25
5791,579,1
5792,579,7
5793,579,17
5794,579,22
5795,579,0
5796,579,23
5797,579,24
5798,579,26
5799,579,20
5800,580,3
5801,580,1
5802,580,4
5803,580,17
5804,580,7
5805,580,22
5806,580,15
5807,580,23
5808,580,24
5809,580,30
5810,581,3
5811,581,15
5812,581,4
5813,581,29
5814,581,30
5815,581,25
5816,581,1
5817,581,7
5818,581,45
5819,581,10
5820,582,3
5821,582,4
5822,582,7
5823,582,12
5824,582,13
5825,582,10
5826,582,2
5827,582,44
5828,582,21
5829,582,8
5830,583,3
5831,583,25
5832,583,1
5833,583,0
5834,583,17
5835,583,27
5836,583,22
5837,583,23
5838,583,12
5839,583,24
5840,584,25
5841,584,0
5842,584,27
5843,584,32
5844,584,12
5845,584,13
5846,584,45
5847,584,16
5848,584,15
5849,584,6
5850,585,0
5851,585,30
5852,585,29
5853,585,16
5854,585,3
5855,585,19
5856,585,15
5857,585,4
5858,585,25
5859,585,45
5860,586,3
5861,586,25
5862,586,4
5863,586,7
5864,586,27
5865,586,30
5866,586,6
5867,586,12
5868,586,9
5869,586,13
5870,587,3
5871,587,4
5872,587,1
5873,587,27
5874,587,16
5875,587,9
5876,587,15
5877,587,12
5878,587,30
5879,587,13
5880,588,1
5881,588,3
5882,588,17
5883,588,22
5884,588,25
5885,588,23
5886,588,20
5887,588,26
5888,588,12
5889,588,13
5890,589,24
5891,589,27
5892,589,12
5893,589,0
5894,589,6
5895,589,10
5896,589,32
5897,589,49
5898,589,2
5899,589,44
5900,590,3
5901,590,4
5902,590,25
5903,590,24
5904,590,7
5905,590,30
5906,590,10
5907,590,27
5908,590,2
5909,590,45
5910,591,3
5911,591,4
5912,591,17
5913,591,22
5914,591,0
5915,591,23
5916,591,26
5917,591,24
5918,591,20
5919,591,27
5920,592,22
5921,592,0
5922,592,21
5923,592,12
5924,592,45
5925,592,13
5926,592,31
5927,592,16
5928,592,2
5929,592,56
5930,593,3
5931,593,4
5932,593,7
5933,593,25
5934,593,1
5935,593,17
5936,593,27
5937,593,22
5938,593,23
5939,593,24
5940,594,7
5941,594,1
5942,594,17
5943,594,22
5944,594,23
5945,594,13
5946,594,24
5947,594,26
5948,594,20
5949,594,9
5950,595,0
5951,595,3
5952,595,4
5953,595,7
5954,595,25
5955,595,1
5956,595,16
5957,595,19
5958,595,15
5959,595,30
5960,596,0
5961,596,1
5962,596,3
5963,596,17
5964,596,22
5965,596,4
5966,596,23
5967,596,24
5968,596,25
5969,596,20
5970,597,25
5971,597,7
5972,597,27
5973,597,0
5974,597,13
5975,597,31
5976,597,10
5977,597,32
5978,597,44
5979,597,49
5980,598,24
5981,598,27
5982,598,6
5983,598,31
5984,598,0
5985,598,10
5986,598,49
5987,598,32
5988,598,44
5989,598,14
5990,599,24
5991,599,27
5992,599,32
5993,599,13
5994,599,31
5995,599,30
5996,599,45
5997,599,15
5998,599,56
5999,599,28
6000,600,0
6001,600,3
6002,600,4
6003,600,16
6004,600,30
6005,600,25
6006,600,19
6007,600,29
6008,600,1
6009,600,15
6010,601,3
6011,601,1
6012,601,4
6013,601,7
6014,601,17
6015,601,22
6016,601,25
6017,601,23
6018,601,20
6019,601,26
6020,602,1
6021,602,17
6022,602,22
6023,602,23
6024,602,12
6025,602,10
6026,602,57
6027,602,44
6028,602,0
6029,602,28
6030,603,4
6031,603,1
6032,603,25
6033,603,7
6034,603,17
6035,603,22
6036,603,23
6037,603,24
6038,603,26
6039,603,20
6040,604,7
6041,604,0
6042,604,32
6043,604,2
6044,604,30
6045,604,9
6046,604,16
6047,604,15
6048,604,31
6049,604,12
6050,605,3
6051,605,4
6052,605,25
6053,605,7
6054,605,1
6055,605,17
6056,605,27
6057,605,22
6058,605,0
6059,605,23
6060,606,3
6061,606,4
6062,606,7
6063,606,1
6064,606,17
6065,606,22
6066,606,25
6067,606,23
6068,606,27
6069,606,20
6070,607,3
6071,607,1
6072,607,17
6073,607,22
6074,607,26
6075,607,20
6076,607,27
6077,607,19
6078,607,21
6079,607,9
6080,608,30
6081,608,15
6082,608,3
6083,608,45
6084,608,25
6085,608,4
6086,608,2
6087,608,1
6088,608,10
6089,608,97
6090,609,7
6091,609,0
6092,609,10
6093,609,13
6094,609,6
6095,609,28
6096,609,21
6097,609,16
6098,609,44
6099,609,37
6100,610,4
6101,610,25
6102,610,7
6103,610,17
6104,610,22
6105,610,27
6106,610,23
6107,610,20
6108,610,26
6109,610,24
6110,611,3
6111,611,4
6112,611,0
6113,611,25
6114,611,7
6115,611,1
6116,611,15
6117,611,16
6118,611,17
6119,611,22
6120,612,24
6121,612,3
6122,612,25
6123,612,4
6124,612,7
6125,612,27
6126,612,12
6127,612,13
6128,612,2
6129,612,9
6130,613,25
6131,613,1
6132,613,7
6133,613,17
6134,613,22
6135,613,24
6136,613,23
6137,613,26
6138,613,20
6139,613,27
6140,614,25
6141,614,7
6142,614,22
6143,614,0
6144,614,24
6145,614,26
6146,614,20
6147,614,12
6148,614,21
6149,614,16
6150,615,27
6151,615,0
6152,615,13
6153,615,10
6154,615,31
6155,615,32
6156,615,6
6157,615,44
6158,615,21
6159,615,16
6160,616,3
6161,616,1
6162,616,4
6163,616,17
6164,616,22
6165,616,7
6166,616,24
6167,616,20
6168,616,10
6169,616,45
6170,617,3
6171,617,1
6172,617,4
6173,617,25
6174,617,17
6175,617,7
6176,617,22
6177,617,23
6178,617,26
6179,617,20
6180,618,1
6181,618,25
6182,618,4
6183,618,17
6184,618,22
6185,618,24
6186,618,23
6187,618,15
6188,618,26
6189,618,20
6190,619,3
6191,619,4
6192,619,0
6193,619,7
6194,619,25
6195,619,1
6196,619,10
6197,619,16
6198,619,17
6199,619,44
6200,620,0
6201,620,3
6202,620,25
6203,620,30
6204,620,1
6205,620,4
6206,620,15
6207,620,45
6208,620,10
6209,620,2
6210,621,3
6211,621,0
6212,621,4
6213,621,7
6214,621,25
6215,621,1
6216,621,16
6217,621,30
6218,621,15
6219,621,10
6220,622,7
6221,622,17
6222,622,22
6223,622,0
6224,622,26
